STUDENT ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,COURSE ID,GRADE,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,"Marital status;Application mode;Application order;Course;""Daytime/evening attendance	"";Previous qualification;Previous qualification (grade);Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target",Interest,Aptitude,SoftSkills,Logic
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9670;1;1;125.0;1;37;37;5;5;124.0;0;0;0;1;0;0;19;0;0;6;7;6;14.857142857142858;0;0;6;6;6;13.333333333333334;0;12.4;0.5;1.79;Graduate,6,7.481839120488464,5.606944813756801,7.761394036915221
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;6;9500;1;1;137.0;1;1;3;3;2;121.3;1;0;0;1;0;0;20;0;0;7;7;6;12.6;0;0;7;7;6;12.6;0;7.6;2.6;0.32;Graduate,6,8.066650530268165,0.9505653683256443,5.350737497792146
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9085;1;1;101.0;1;37;37;9;4;101.0;1;0;1;1;0;0;22;0;0;6;9;5;13.333333333333334;0;0;6;17;4;11.4;0;12.4;0.5;1.79;Enrolled,4,8.580232710072291,2.0046904776635897,7.974889777130172
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9853;1;1;126.0;1;3;1;2;5;116.9;1;1;0;1;0;0;18;0;0;7;10;6;10.666666666666666;0;0;7;12;6;12.833333333333334;0;13.9;-0.3;0.79;Enrolled,5,9.976282974021565,4.134657667101601,5.958075323899696
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;7;3;9130;1;3;130.0;1;19;37;90;5;130.0;0;0;1;0;0;0;27;0;1;5;6;2;11.5;0;0;5;5;1;11.0;0;12.7;3.7;-1.7;Dropout,4,2.414964852568678,2.0620271590177888,3.145460976033576
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;39;1;9556;1;19;100.0;1;37;38;9;9;120.0;0;0;0;1;0;0;29;0;0;7;9;1;10.0;0;0;7;0;0;0.0;0;12.7;3.7;-1.7;Dropout,2,0.40350826859699707,8.765604907887175,5.611101087684007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;1;9254;1;1;122.0;1;1;19;4;3;130.4;1;0;0;1;0;0;18;0;0;6;10;5;11.8;0;0;6;10;5;12.2;0;11.1;0.6;2.02;Graduate,2,4.11191517994586,1.5828625605909807,5.335085861345135
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;1;9070;1;1;126.0;1;19;38;9;7;118.7;0;0;0;1;0;0;18;0;0;6;7;5;11.8;0;0;6;6;6;12.666666666666666;0;16.2;0.3;-0.92;Graduate,5,1.3008066982894695,4.55660821553092,8.234530537593207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;1;9500;1;1;128.0;1;38;38;7;7;131.5;0;0;0;1;0;0;18;0;0;8;8;8;12.77125;0;0;8;8;8;12.77125;0;9.4;-0.8;-3.12;Graduate,4,0.22425889162055124,6.056992404598756,9.81727217381659
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;3;9085;1;1;134.0;1;37;38;9;9;120.4;1;0;0;1;0;0;20;0;0;5;13;3;11.333333333333334;2;0;5;8;5;12.6;0;9.4;-0.8;-3.12;Enrolled,1,3.604268271414861,6.918639081608444,4.110425654209306
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;2;9254;1;1;128.0;1;38;38;9;9;129.1;1;0;0;1;0;0;18;0;0;6;6;6;12.666666666666666;0;0;6;7;5;14.6;0;11.1;0.6;2.02;Graduate,6,7.837382510752365,3.830693697265067,7.633906784413597
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9070;1;1;125.0;1;1;1;4;4;132.0;0;0;0;0;0;0;18;0;1;6;10;5;12.2;1;0;6;11;4;10.833333333333334;0;13.9;-0.3;0.79;Enrolled,6,5.661806912250709,8.690990687247286,0.9976300403813354
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;7;2;9085;1;3;130.0;1;3;3;1;1;130.0;0;0;0;0;0;0;28;0;0;5;9;1;12.0;1;0;4;10;0;0.0;4;10.8;1.4;1.74;Dropout,5,3.1277798921035407,5.683191510779255,7.7683136944828854
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;2;9500;1;1;135.0;1;37;1;7;7;132.8;1;0;0;1;0;1;18;0;0;8;12;7;11.721428571428572;0;0;8;12;7;11.721428571428572;0;12.7;3.7;-1.7;Graduate,2,6.543420054927197,4.395077804475518,3.714169119932321
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;39;1;9500;1;19;133.1;1;37;38;151;161;143.7;0;0;0;1;0;0;27;0;0;7;12;4;14.0;0;0;7;14;3;12.525;0;12.4;0.5;1.79;Enrolled,2,2.320181803088107,0.6724063405203662,0.39390162889686664
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;39;1;33;1;1;140.0;1;3;1;2;4;152.8;0;0;0;1;0;0;26;0;0;7;9;7;14.75;0;0;7;12;5;13.8;3;16.2;0.3;-0.92;Enrolled,6,0.14381446072085025,4.6468946844516505,3.6324617856217722
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;2;9773;1;1;138.0;1;19;1;9;3;133.5;1;0;0;1;0;0;18;0;0;6;6;6;12.666666666666666;0;0;6;6;6;13.666666666666666;0;12.7;3.7;-1.7;Graduate,5,7.643533864364274,8.207358408157303,6.106427509216448
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9130;1;1;150.0;1;5;5;2;2;146.2;0;0;0;1;0;0;18;0;0;5;12;4;13.0;2;0;5;6;5;14.0;0;9.4;-0.8;-3.12;Dropout,4,6.237430848640091,6.145410182213155,1.1925016768146657
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;2;9147;1;1;125.0;1;1;19;4;6;115.2;0;1;0;1;0;0;21;0;0;5;6;0;0.0;0;0;5;5;0;0.0;0;15.5;2.8;-4.06;Dropout,2,7.6230262450096,8.321624537291184,9.240344924302546
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;2;9070;1;1;121.0;1;4;1;2;3;120.7;1;0;0;1;0;0;18;0;0;6;8;4;10.75;0;0;6;9;0;0.0;0;9.4;-0.8;-3.12;Enrolled,4,0.3893801668766561,4.940116705993056,0.7767241327283858
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2;39;1;8014;0;1;120.0;1;34;34;99;99;101.8;0;0;0;0;0;0;32;0;0;5;5;0;0.0;0;0;5;10;0;0.0;0;10.8;1.4;1.74;Dropout,2,8.371196278306522,1.1846170509448184,9.300067198331663
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;39;2;9670;1;1;140.0;1;34;34;0;0;100.0;0;0;0;1;0;0;28;0;0;5;6;4;12.5;0;0;5;7;4;11.75;0;7.6;2.6;0.32;Graduate,2,6.195262000363034,0.1363984583588107,7.071375179356865
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;39;1;9991;0;1;100.0;1;37;19;9;2;121.9;0;0;0;0;0;0;40;0;0;4;4;0;0.0;0;0;5;0;0;0.0;0;12.7;3.7;-1.7;Dropout,3,5.633953507126401,3.032195467185912,3.297121754142036
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2;18;2;8014;0;1;140.0;1;37;37;9;10;120.4;0;0;1;0;0;0;39;0;0;5;5;0;0.0;0;0;4;4;0;0.0;0;9.4;-0.8;-3.12;Dropout,2,6.246140481145316,6.979904714977925,3.9075034770909323
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2;18;2;9238;1;1;140.0;1;37;37;9;10;120.4;0;0;1;0;0;0;39;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;9.4;-0.8;-3.12;Dropout,1,8.644332468683642,7.902599039416938,7.4080936473274415
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2;39;1;9003;1;1;120.0;1;37;19;9;4;148.8;0;0;0;1;0;0;50;0;0;6;7;6;12.5;0;0;6;15;5;12.4;0;8.9;1.4;3.51;Graduate,5,5.86936506558907,2.9575283462032944,6.014711008812074
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;2;9853;1;1;138.0;1;1;1;9;4;123.0;1;0;0;1;0;0;23;0;0;6;10;5;12.8;0;0;6;9;3;11.666666666666666;0;10.8;1.4;1.74;Dropout,5,5.809503798881793,4.956539208832471,6.716429214549452
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;39;1;8014;0;19;133.1;1;34;34;0;0;100.0;0;0;0;1;0;0;48;0;0;6;11;1;10.0;0;0;6;11;1;11.0;0;9.4;-0.8;-3.12;Dropout,4,9.906791570657658,4.211189044340816,3.8916461651347998
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;2;9853;1;1;118.0;1;37;37;9;9;112.1;1;0;0;1;0;0;23;0;0;6;11;4;11.25;0;0;6;10;5;10.2;0;7.6;2.6;0.32;Dropout,2,7.56730167068568,4.105227843514278,4.87813481807599
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;6;9500;1;1;135.0;1;37;1;5;5;126.8;1;0;0;1;0;1;18;0;0;8;8;7;12.61;0;0;8;8;7;12.61;0;10.8;1.4;1.74;Graduate,1,4.422938054511353,2.313487132001505,9.898674840378934
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;1;9130;1;1;130.0;1;3;19;2;9;115.9;0;0;0;1;0;0;18;0;0;5;14;2;12.0;2;0;5;6;5;12.6;0;9.4;-0.8;-3.12;Graduate,4,7.073970000329277,1.3637110502945837,2.139228704997177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;15;1;9238;1;1;150.0;26;3;37;2;8;132.5;1;0;0;0;0;0;20;1;0;6;9;5;13.0;0;0;6;7;6;13.5;0;13.9;-0.3;0.79;Graduate,3,3.892304716917885,1.9668855823121312,4.178561865221314
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;18;3;9085;1;1;149.0;103;1;1;9;9;132.2;1;0;0;1;0;1;18;1;0;5;9;4;12.0;0;0;5;8;5;13.0;0;10.8;1.4;1.74;Graduate,4,2.28875462483499,0.553323871633461,2.9182318757396732
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9556;1;1;180.0;103;5;3;1;1;183.5;1;0;0;1;0;0;18;1;0;7;8;4;12.0;0;0;8;8;0;0.0;0;16.2;0.3;-0.92;Dropout,4,5.968518768877594,1.9813074182357704,7.651115104398498
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;43;1;9119;1;1;133.1;1;1;1;9;3;136.0;0;0;0;1;1;0;31;0;0;5;12;1;12.0;0;0;5;9;1;11.0;4;16.2;0.3;-0.92;Dropout,2,9.281820981139514,0.09200897625379456,7.640126256657207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;39;1;9119;1;19;133.1;1;19;19;5;3;100.9;1;0;0;1;1;0;24;0;0;5;9;1;12.0;0;0;5;6;3;10.5;0;10.8;1.4;1.74;Enrolled,3,9.291395200154627,6.272584006359782,2.924454609973959
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;39;1;171;1;1;145.0;1;3;1;2;10;114.5;1;0;0;1;1;0;24;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;9.4;-0.8;-3.12;Graduate,4,3.419052781054903,3.163754073876829,0.8139031663298291
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;39;1;9147;1;1;110.0;1;37;37;9;9;110.3;0;0;1;0;1;0;26;0;0;5;5;0;0.0;0;0;5;9;0;0.0;0;10.8;1.4;1.74;Dropout,1,5.276774662216949,9.731447114269086,0.11432676672204045
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9130;1;1;154.0;1;3;3;2;2;137.2;1;0;1;1;1;0;18;0;0;6;11;5;13.625;0;0;6;9;4;11.75;0;16.2;0.3;-0.92;Dropout,1,2.116358985698612,1.9371705077629786,4.274505332424855
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;1;9147;1;1;126.0;1;37;37;4;7;116.9;0;0;0;1;1;1;19;0;0;5;12;3;11.666666666666666;0;0;5;10;3;11.666666666666666;0;12.7;3.7;-1.7;Enrolled,5,9.956311094988834,3.458285703095939,4.103375943357709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;1;9670;1;1;133.0;1;19;37;9;8;121.8;1;0;0;1;1;0;22;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;13.9;-0.3;0.79;Dropout,3,9.811179078679357,3.5784115864153323,9.88389878639863
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;2;9500;1;1;145.0;1;4;2;2;3;127.3;1;0;0;1;1;0;18;0;0;8;8;7;11.69;0;0;8;8;7;11.69;0;10.8;1.4;1.74;Graduate,3,6.495089297074474,0.0845149606246054,4.698020756976796
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;44;1;9070;1;39;120.0;1;1;19;4;7;120.0;0;0;1;0;1;0;20;0;0;6;11;0;0.0;6;0;6;12;0;0.0;12;16.2;0.3;-0.92;Dropout,5,8.044140596774733,8.39207953039459,2.564183695754206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;44;1;171;1;39;150.0;1;4;4;2;2;150.0;0;0;0;1;1;0;25;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;15.5;2.8;-4.06;Graduate,4,7.151001612837,0.3199446014432472,8.912294410314674
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;43;1;9991;0;1;150.0;1;3;3;4;4;100.0;1;0;0;1;1;0;24;0;0;5;10;4;11.5;0;0;5;11;5;11.285714285714286;0;13.9;-0.3;0.79;Graduate,3,5.931582190394682,9.401798347292413,4.910679496535785
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;39;1;9119;1;1;150.0;1;3;3;4;4;150.0;1;0;0;1;1;0;27;0;0;5;10;1;14.0;0;0;5;0;0;0.0;0;8.9;1.4;3.51;Dropout,1,0.533479969888977,8.920743510936207,5.991756352105778
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;1;9254;1;1;127.0;1;3;19;4;4;116.9;0;0;0;1;1;0;21;0;0;6;7;5;11.0;0;0;6;7;5;12.4;0;15.5;2.8;-4.06;Graduate,1,4.54764342552661,5.355219160859636,0.9566871042821268
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;44;1;9003;1;39;140.0;1;19;38;3;9;140.0;1;0;0;1;1;0;21;0;0;6;7;6;12.857142857142858;0;0;6;6;6;13.166666666666666;0;12.4;0.5;1.79;Graduate,2,6.747863021674105,5.435955749112921,3.8291640732977408
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;18;3;9773;1;1;128.0;1;19;1;9;9;122.1;1;0;0;1;1;0;19;0;0;6;9;4;12.5;0;0;6;6;6;11.333333333333334;0;10.8;1.4;1.74;Dropout,3,6.775316138836846,6.537779229561563,9.442236744737867
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;39;1;9500;1;1;127.0;1;19;19;5;5;160.0;0;0;0;1;1;0;28;0;0;7;7;7;14.528571428571428;0;0;8;11;8;15.018181818181818;0;16.2;0.3;-0.92;Graduate,4,3.7312261842238357,3.8705001193488697,5.895053841754255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9147;1;1;117.0;1;19;19;5;7;118.4;0;0;0;1;1;0;20;0;0;5;8;5;10.0;0;0;5;10;2;12.0;0;7.6;2.6;0.32;Enrolled,5,9.416919866580306,6.472222833978555,3.4450185514246168
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;44;1;9003;1;39;150.0;1;1;19;4;10;150.0;0;0;0;1;1;1;21;0;0;6;8;6;13.0;0;0;6;10;6;12.625;0;15.5;2.8;-4.06;Graduate,5,1.67357032236781,0.4476838868848687,6.256671806315931
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9500;1;1;154.0;1;1;1;5;3;144.9;0;0;0;1;1;1;18;0;0;7;7;7;15.957142857142856;0;0;8;9;8;15.188888888888888;0;16.2;0.3;-0.92;Graduate,4,5.003594462155606,0.5404762734972657,9.104110895781162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;2;9119;1;1;127.0;1;19;1;9;10;121.1;1;0;0;1;1;1;18;0;0;5;6;5;13.2;0;0;5;8;5;12.6;0;8.9;1.4;3.51;Enrolled,6,6.908839765508228,4.572304196195444,2.7399060047259005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;2;9147;1;1;133.0;1;19;1;5;10;121.8;0;0;0;1;1;0;20;0;0;5;9;4;10.2;0;0;5;6;3;11.0;0;15.5;2.8;-4.06;Enrolled,2,6.971358058918092,5.49622301106035,5.051167184706744
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;39;1;9119;1;40;120.0;1;1;1;5;10;146.8;0;0;0;1;1;0;25;0;2;5;6;5;14.2;0;1;5;5;2;13.5;0;16.2;0.3;-0.92;Enrolled,5,6.486389567688155,8.87817640335819,9.586906539117553
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9670;1;1;133.1;1;38;19;5;6;138.0;0;0;1;1;1;0;22;0;0;6;8;6;12.625;0;0;6;11;2;14.5;0;11.1;0.6;2.02;Enrolled,3,2.7528821345186016,1.0466063390789626,1.7239614329845265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9500;1;1;149.0;1;37;37;9;9;138.0;0;0;0;1;1;0;18;0;0;8;11;6;13.496666666666668;1;0;8;11;6;13.496666666666668;1;9.4;-0.8;-3.12;Enrolled,2,1.5620656868662197,8.226479271938894,7.196639255967115
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;2;9147;1;1;125.0;1;19;38;9;7;116.3;1;0;0;1;1;0;19;0;0;5;8;5;13.25;0;0;5;8;5;11.0;0;13.9;-0.3;0.79;Graduate,3,6.3594032682671084,2.100473372920696,6.1448100820298235
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;5;9119;1;1;126.0;1;12;19;4;5;122.5;1;0;0;1;1;0;19;0;0;5;12;3;12.0;0;0;5;10;3;12.0;0;12.4;0.5;1.79;Dropout,1,5.993021161394378,3.9408364851003186,6.796751311406348
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;39;1;9773;1;19;133.1;1;19;1;7;9;115.0;1;0;1;0;1;0;25;0;0;6;10;4;13.0;0;0;6;9;4;13.75;0;12.7;3.7;-1.7;Dropout,2,1.7935601028924097,3.166024348274129,3.5121963066756967
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;43;1;9070;1;1;115.0;1;12;12;1;10;115.0;0;0;1;1;1;0;21;0;5;11;12;9;11.77777777777778;0;3;8;11;3;13.666666666666666;0;15.5;2.8;-4.06;Dropout,5,7.051391455705634,4.00155272865399,3.138793734837649
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;3;9119;1;1;117.0;1;1;2;3;2;119.8;1;0;0;1;1;0;19;0;0;5;10;2;11.0;0;0;6;10;0;0.0;0;11.1;0.6;2.02;Dropout,2,4.551719917336564,1.5049549807258555,6.842096705883705
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;2;9147;1;1;133.1;1;1;1;4;4;95.0;0;0;0;1;1;0;20;0;0;5;14;0;0.0;0;0;5;5;0;0.0;0;11.1;0.6;2.02;Dropout,2,6.6776059160315295,5.03570074403555,2.1554328510454535
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;44;1;9003;1;39;150.0;1;3;2;2;2;150.0;0;0;0;1;1;0;25;0;9;14;16;14;12.428571428571429;0;3;9;13;6;10.857142857142858;0;15.5;2.8;-4.06;Dropout,2,8.373670797701507,8.016425898313672,4.196547448590051
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;1;9147;1;1;130.0;1;19;1;7;4;117.8;1;0;0;1;1;0;20;0;0;5;8;3;11.0;0;0;5;11;3;12.0;0;10.8;1.4;1.74;Enrolled,6,1.6972842857692316,4.415340103788969,1.88174646052918
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;171;1;1;161.0;1;37;37;9;9;144.2;1;0;0;1;1;0;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;7.6;2.6;0.32;Graduate,2,0.1914486799683668,4.906135758981991,0.08304841123329743
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;44;1;9254;1;39;130.0;1;39;39;194;193;130.0;1;0;1;1;1;0;23;0;0;6;12;3;11.5;0;0;6;12;3;10.666666666666666;0;8.9;1.4;3.51;Enrolled,3,7.791025863957868,8.487675852813142,9.700573600380695
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;42;1;9500;1;1;111.0;1;1;3;9;10;128.2;1;0;0;1;1;0;23;0;0;8;8;8;12.5075;0;0;8;8;8;12.5075;0;9.4;-0.8;-3.12;Graduate,1,6.096974251526159,7.060581146380308,4.3170297865641905
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;53;1;9003;1;42;140.0;1;3;38;141;151;135.3;0;0;0;1;1;0;21;0;7;12;18;11;12.090909090909092;0;5;12;14;11;12.0;0;8.9;1.4;3.51;Graduate,4,6.996395696221217,4.9045440851978475,9.693496144198253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9130;1;1;132.0;1;1;1;3;3;143.9;1;0;0;1;1;0;20;0;0;5;14;2;11.0;3;0;5;9;3;12.666666666666666;0;9.4;-0.8;-3.12;Enrolled,2,8.381549749886425,2.5769564818917967,1.4032351976782609
